video,class,actual,prediction,confidence,result_type
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Time Stick,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,TVA Prisoner Uniform,1.0,0,0.0,FN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,TemPad,0.0,0,0.0,TN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 021-040__323A-1_20230816000111901.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__323A-1_20230816000111901.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,Time Stick,1.0,0,0.0,FN
Scenes 001-020__207A-1-_20230815182030372.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,TVA Uniform,1.0,1,0.8249495029449463,TP
Scenes 001-020__207A-1-_20230815182030372.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,TVA Prisoner Uniform,0.0,1,0.8417226672172546,FP
Scenes 001-020__207A-1-_20230815182030372.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__207A-1-_20230815182030372.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__207A-1-_20230815182030372.mp4,TemPad,1.0,1,0.8912755846977234,TP
Scenes 001-020__207A-1-_20230815182030372.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 021-040__321-11d only_20230815235100054.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Sylvie's machete,1.0,0,0.0,FN
Scenes 021-040__321-11d only_20230815235100054.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__321-11d only_20230815235100054.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Time Stick,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 041-060__156F-1-_20230815175731629.mp4,TemPad,0.0,1,0.8150612115859985,FP
Scenes 041-060__156F-1-_20230815175731629.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__314-3_20230815232058756.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Sylvie's machete,0.0,1,0.8029817342758179,FP
Scenes 001-020__314-3_20230815232058756.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__314-3_20230815232058756.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Time Stick,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 021-040__239A-1-_20230815192921019.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,TemPad,0.0,0,0.0,TN
Scenes 021-040__239A-1-_20230815192921019.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Time Stick,1.0,1,0.8941289186477661,TP
Scenes 061-080__265N-1_20230815220141511.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Ravonna Renslayer's Uniform,1.0,1,0.9613873958587646,TP
Scenes 061-080__265N-1_20230815220141511.mp4,TemPad,0.0,0,0.0,TN
Scenes 061-080__265N-1_20230815220141511.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,Time Stick,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,Sylvie's Armor,0.0,1,0.8327657580375671,FP
Scenes 061-080__265G-3-_20230815215442372.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,Sylvie's horned headpiece,1.0,1,0.8558775186538696,TP
Scenes 061-080__265G-3-_20230815215442372.mp4,Loki's dagger,1.0,1,0.9443021416664124,TP
Scenes 061-080__265G-3-_20230815215442372.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,Loki's Variant uniform,1.0,1,0.9243178367614746,TP
Scenes 061-080__265G-3-_20230815215442372.mp4,Sylvie's machete,1.0,0,0.0,FN
Scenes 061-080__265G-3-_20230815215442372.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 061-080__265G-3-_20230815215442372.mp4,TemPad,1.0,1,0.8516714572906494,TP
Scenes 061-080__265G-3-_20230815215442372.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__302A-FS1_20230815200137702.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Boastful Loki Armor,1.0,0,0.0,FN
Scenes 001-020__507-1ng_20230816050923979.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Kid Loki Armor,1.0,0,0.0,FN
Scenes 001-020__507-1ng_20230816050923979.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__507-1ng_20230816050923979.mp4,Classic Loki Armor,1.0,0,0.0,FN
Scenes 001-020__201E-2-_20230728112604212.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Sylvie's horned headpiece,0.0,1,0.8527030944824219,FP
Scenes 001-020__201E-2-_20230728112604212.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Loki's Variant uniform,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__201E-2-_20230728112604212.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Loki's Armor,1.0,0,0.0,FN
Scenes 001-020__106D-5-_20230815151758589.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Loki's dagger,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,TVA Uniform,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Kid Loki Armor,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,TVA Prisoner Uniform,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Loki's Variant uniform,0.0,1,0.8274597525596619,FP
Scenes 001-020__106D-5-_20230815151758589.mp4,Sylvie's machete,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,TVA Collar,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,TemPad,0.0,0,0.0,TN
Scenes 001-020__106D-5-_20230815151758589.mp4,Classic Loki Armor,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,TVA Monitor,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Loki's Armor,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Aligator Loki Plushie,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Time Stick,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,TimeSpear,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Sylvie's Armor,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Boastful Loki Armor,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Sylvie's horned headpiece,0.0,0,0.0,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Loki's dagger,0.0,0,0.0,TN
