video,frame,owl_label,embedding_shape,embedding_norm
Scenes 001-020__110A-1-_20230728125233251.mp4,111,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,34,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,132,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,176,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,104,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,62,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,84,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,51,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,92,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,133,Brown jacket,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,69,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,114,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,112,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,164,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,27,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,20,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,57,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,89,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,149,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,53,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,70,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,14,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,71,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,133,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,49,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,155,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,66,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,148,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,62,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,141,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,115,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,15,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,173,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,128,Electronic collar,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,168,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,173,Electronic collar,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,140,Desk lamp,"(2048,)",0.9999998807907104
Scenes 001-020__110A-1-_20230728125233251.mp4,136,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,57,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,95,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,4,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,39,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,140,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,24,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,82,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,94,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,118,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,144,Electronic collar,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,43,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,121,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,42,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,156,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,132,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,178,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,156,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,60,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,125,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,89,Desk lamp,"(2048,)",1.0000001192092896
Scenes 001-020__110A-1-_20230728125233251.mp4,49,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,78,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,16,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,103,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,135,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,157,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,133,Electronic collar,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,54,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,175,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,9,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,58,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,162,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,80,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,127,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,136,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,171,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,44,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,13,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,75,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__110A-1-_20230728125233251.mp4,174,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,10,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,12,Desk lamp,"(2048,)",0.9999998807907104
Scenes 001-020__110A-1-_20230728125233251.mp4,45,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,126,Desk lamp,"(2048,)",1.0
Scenes 001-020__110A-1-_20230728125233251.mp4,70,Desk lamp,"(2048,)",0.9999999403953552
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,2,Dark coat,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,4,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,5,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,5,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,3,Dark coat,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,1,Brown jacket,"(2048,)",0.9999999403953552
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,2,Brown jacket,"(2048,)",0.9999999403953552
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,0,Black quilted jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,2,Black quilted jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,3,Handheld Device,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,0,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,5,Black quilted jacket,"(2048,)",0.9999999403953552
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,5,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,3,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,4,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,4,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,0,Brown jacket,"(2048,)",1.0000001192092896
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,3,Black quilted jacket,"(2048,)",0.9999999403953552
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,0,Black quilted jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,1,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,5,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,2,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,4,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,0,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,3,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,3,Brown jacket,"(2048,)",0.9999999403953552
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,2,Brown jacket,"(2048,)",0.9999999403953552
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,5,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,1,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,1,Black quilted jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,4,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,1,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,0,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,4,Black quilted jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,2,Brown jacket,"(2048,)",1.0000001192092896
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,2,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,5,Brown jacket,"(2048,)",1.0000001192092896
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,3,Brown jacket,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,1,Handheld Device,"(2048,)",1.0
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,1,Brown jacket,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,1,Horned helmet,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,0,Armored soldier,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,0,Horned helmet,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,0,Horned helmet,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,1,Horned helmet,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,1,Armored soldier,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,1,Horned helmet,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,1,Horned helmet,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,0,Horned helmet,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,1,Horned helmet,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,0,Horned helmet,"(2048,)",0.9999999403953552
Scenes 001-020__507-1ng_20230816050923979.mp4,1,Armored soldier,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,1,Armored soldier,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,1,Horned helmet,"(2048,)",1.0
Scenes 001-020__507-1ng_20230816050923979.mp4,2,Armored soldier,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,68,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,52,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,71,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,61,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,26,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,9,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,21,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,69,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,53,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,30,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,10,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,51,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,49,Dark coat,"(2048,)",0.9999998807907104
Scenes 001-020__304E-2-_20230815190846847.mp4,35,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,47,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,44,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,50,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,39,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,12,Dark coat,"(2048,)",1.0000001192092896
Scenes 001-020__304E-2-_20230815190846847.mp4,42,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,17,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,37,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,60,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,21,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,80,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,62,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,65,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,16,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,40,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,79,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,18,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,46,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,54,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,48,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,57,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,77,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,25,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,76,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,8,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,27,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,37,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,38,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,36,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,11,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,35,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,23,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,81,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,60,Horned helmet,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,32,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,63,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,82,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,72,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,3,Handheld Device,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,70,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,32,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,64,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,41,Dark coat,"(2048,)",1.0000001192092896
Scenes 001-020__304E-2-_20230815190846847.mp4,22,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,2,Handheld Device,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,25,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,59,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,31,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,16,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,24,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,31,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,23,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,17,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,21,Handheld Device,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,8,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,9,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,55,Dark coat,"(2048,)",1.0000001192092896
Scenes 001-020__304E-2-_20230815190846847.mp4,11,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,11,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,24,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,30,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,34,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,33,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,15,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,56,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,58,Black quilted jacket,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,34,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,27,Electronic collar,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,78,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,45,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,36,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,43,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,18,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__304E-2-_20230815190846847.mp4,72,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,21,Dark coat,"(2048,)",1.0
Scenes 001-020__304E-2-_20230815190846847.mp4,12,Dark coat,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,112,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,115,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,83,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,1,Handheld Device,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,164,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,87,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,164,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,70,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,93,Dark coat,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,27,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,82,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,121,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,34,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,106,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,160,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,160,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,24,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,139,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,78,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,40,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,169,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,103,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,165,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,176,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,167,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,90,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,105,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,162,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,153,Black quilted jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,84,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,77,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,173,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,31,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,119,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,104,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,157,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,39,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,35,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,65,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,37,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,159,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,147,Black quilted jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,116,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,145,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,102,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,62,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,122,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,25,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,123,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,19,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,162,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,0,Desk lamp,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,181,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,155,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,126,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,142,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,81,Beige collared shirt,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,116,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,80,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,85,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 041-060__244B-1-_20230815212053650.mp4,141,Brown jacket,"(2048,)",1.0
Scenes 041-060__244B-1-_20230815212053650.mp4,43,Beige collared shirt,"(2048,)",1.0
